86_12.2_1.png,2
87_10.5_0.png,2
88_9.8_0.png,2
89_9.5_0.png,2
90_10.6_1.png,0
91_10.3_1.png,2
92_11_1.png,0
93.png,2
94.png,2
95.png,2
96.png,2
97.png,2
98.png,2
99.png,2
